Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
COPD,J44_J42_M81_L97,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,M81,Osteoporosis without pathological fracture,1576,60.35,L97,"Ulcer of lower limb, not elsewhere classified",39,87.88
COPD,J44_J42_N30_A41,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,A41,Other septicaemia,176,74.27
COPD,J44_J42_N30_J15,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,J15,"Bacterial pneumonia, not elsewhere classified",203,77.93
COPD,J44_J42_N30_J22,69.85,J44,Other chronic obstructive pulmonary disease,J42,Unspecified chronic bronchitis,17066,26.91,N30,Cystitis,1804,55.02,J22,Unspecified acute lower respiratory infection,52,78.76
COPD,L40_J44_J42_J96,65.19,L40,Psoriasis,J44,Other chronic obstructive pulmonary disease,1157,51.36,J42,Unspecified chronic bronchitis,86,76.11,J96,"Respiratory failure, not elsewhere classified",25,103.33
Cardiovascular,I20_I25_I73_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,I73,Other peripheral vascular diseases,5899,63.16,I46,Cardiac arrest,130,94.92
Cardiovascular,I20_I25_J15_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J15,"Bacterial pneumonia, not elsewhere classified",3832,68.29,I46,Cardiac arrest,91,87.81
Cardiovascular,I20_I25_J18_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,I46,Cardiac arrest,367,84.65
Cardiovascular,I20_I25_J18_J14,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,J14,Pneumonia due to Haemophilus influenzae,48,89.15
Cardiovascular,I20_I25_J18_J47,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,J18,"Pneumonia, organism unspecified",14220,59.11,J47,Bronchiectasis,53,86.17
Cardiovascular,I20_I25_M10_D64,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,D64,Other anaemias,252,90.5
Cardiovascular,I20_I25_M10_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,E86,Volume depletion,236,94.31
Cardiovascular,I20_I25_M10_E87,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,E87,"Other disorders of fluid, electrolyte and acid-base balance",77,96.41
Cardiovascular,I20_I25_M10_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,M10,Gout,2326,64.57,I46,Cardiac arrest,81,97.73
Cardiovascular,I20_I48_I11_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,I11,Hypertensive heart disease,893,67.62,E86,Volume depletion,85,87.79
Cardiovascular,I20_I48_M10_D64,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,D64,Other anaemias,110,100.98
Cardiovascular,I20_I48_M10_E86,70.73,I20,Angina pectoris,I48,Atrial fibrillation and flutter,32962,37.89,M10,Gout,934,77.04,E86,Volume depletion,101,104.68
Cardiovascular,I20_I50_D64_D46,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,D64,Other anaemias,4023,66.62,D46,Myelodysplastic syndromes,52,84.68
Cardiovascular,I20_I50_D64_I46,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,D64,Other anaemias,4023,66.62,I46,Cardiac arrest,102,87.73
Cardiovascular,I20_I50_J15_I46,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,J15,"Bacterial pneumonia, not elsewhere classified",2299,69.36,I46,Cardiac arrest,72,88.6
Cardiovascular,I20_I50_M10_D64,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,M10,Gout,1440,71.31,D64,Other anaemias,184,93.89
Cardiovascular,I20_I50_M10_E86,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,M10,Gout,1440,71.31,E86,Volume depletion,187,98.54
Cardiovascular,I20_I50_M10_E87,70.35,I20,Angina pectoris,I50,Heart failure,42937,34.99,M10,Gout,1440,71.31,E87,"Other disorders of fluid, electrolyte and acid-base balance",61,98.87
Cardiovascular,I20_K29_I50_D62,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,D62,Acute posthaemorrhagic anaemia,34,106.19
Cardiovascular,I20_K29_I50_D64,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,D64,Other anaemias,164,102.85
Cardiovascular,I20_K29_I50_E86,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,E86,Volume depletion,143,101.98
Cardiovascular,I20_K29_I50_E87,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,E87,"Other disorders of fluid, electrolyte and acid-base balance",60,101.64
Cardiovascular,I20_K29_I50_I46,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,I46,Cardiac arrest,44,98.84
Cardiovascular,I20_K29_I50_I51,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,I51,Complications and ill-defined descriptions of heart disease,34,99.21
Cardiovascular,I20_K29_I50_J15,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,J15,"Bacterial pneumonia, not elsewhere classified",96,104.02
Cardiovascular,I20_K29_I50_K52,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,K52,Other noninfective gastroenteritis and colitis,32,104.52
Cardiovascular,I20_K29_I50_M10,64.42,I20,Angina pectoris,K29,Gastritis and duodenitis,11246,41.78,I50,Heart failure,1434,77.25,M10,Gout,46,104.43
Cardiovascular,I21_I25_I11_E86,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I11,Hypertensive heart disease,1573,46.21,E86,Volume depletion,140,72.14
Cardiovascular,I21_I25_I73_D50,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,D50,Iron deficiency anaemia,70,78.3
Cardiovascular,I21_I25_I73_D64,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,D64,Other anaemias,262,81.1
Cardiovascular,I21_I25_I73_I46,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,I73,Other peripheral vascular diseases,3517,54.44,I46,Cardiac arrest,76,85.17
Cardiovascular,I21_I25_J15_I46,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J15,"Bacterial pneumonia, not elsewhere classified",2883,54.43,I46,Cardiac arrest,86,70.15
Cardiovascular,I21_I25_J18_I46,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,J18,"Pneumonia, organism unspecified",10865,46.11,I46,Cardiac arrest,346,67.93
Cardiovascular,I21_I25_M10_D64,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,D64,Other anaemias,154,74.89
Cardiovascular,I21_I25_M10_E86,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,E86,Volume depletion,140,82.42
Cardiovascular,I21_I25_M10_E87,67.88,I21,Acute myocardial infarction,I25,Chronic ischaemic heart disease,79491,11.43,M10,Gout,1471,57.12,E87,"Other disorders of fluid, electrolyte and acid-base balance",55,87.38
Cardiovascular,K29_I50_M10_D64,72.54,K29,Gastritis and duodenitis,I50,Heart failure,7188,41.19,M10,Gout,204,69.26,D64,Other anaemias,32,79.98
Cardiovascular,M06_I21_I25_I69,68.9,M06,Other rheumatoid arthritis,I21,Acute myocardial infarction,1783,48.17,I25,Chronic ischaemic heart disease,771,55.4,I69,Sequelae of cerebrovascular disease,45,83.46
Cardiovascular,M06_I21_I25_J18,68.9,M06,Other rheumatoid arthritis,I21,Acute myocardial infarction,1783,48.17,I25,Chronic ischaemic heart disease,771,55.4,J18,"Pneumonia, organism unspecified",134,82.39
Cardiovascular,M06_I21_I25_N30,68.9,M06,Other rheumatoid arthritis,I21,Acute myocardial infarction,1783,48.17,I25,Chronic ischaemic heart disease,771,55.4,N30,Cystitis,78,85.47
Cardiovascular,M35_I21_I25_I69,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,I69,Sequelae of cerebrovascular disease,47,78.12
Cardiovascular,M35_I21_I25_I73,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,I73,Other peripheral vascular diseases,46,85.17
Cardiovascular,M35_I21_I25_J15,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,J15,"Bacterial pneumonia, not elsewhere classified",52,85.14
Cardiovascular,M35_I21_I25_J18,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,J18,"Pneumonia, organism unspecified",157,76.97
Cardiovascular,M35_I21_I25_N30,72.85,M35,Other systemic involvement of connective tissue,I21,Acute myocardial infarction,2081,44.8,I25,Chronic ischaemic heart disease,867,52.61,N30,Cystitis,88,78.41
Cerebrovascular,G45_I63_G40_J18,69.13,G45,Transient cerebral ischaemic attacks and related syndromes,I63,Cerebral infarction,10450,24.12,G40,Epilepsy,626,44.99,J18,"Pneumonia, organism unspecified",104,70.2
Cerebrovascular,G45_I63_I69_J81,69.13,G45,Transient cerebral ischaemic attacks and related syndromes,I63,Cerebral infarction,10450,24.12,I69,Sequelae of cerebrovascular disease,3246,43.88,J81,Pulmonary oedema,61,73.56
Cerebrovascular,I64_G40_J18_J69,67.57,I64,"Stroke, not specified as haemorrhage or infarction",G40,Epilepsy,9273,20.16,J18,"Pneumonia, organism unspecified",1662,49.5,J69,Pneumonitis due to solids and liquids,45,70.68
Cerebrovascular,I64_I61_G40_G41,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,G40,Epilepsy,761,30.69,G41,Status epilepticus,48,39.88
Cerebrovascular,I64_I61_G40_J18,70.8,I64,"Stroke, not specified as haemorrhage or infarction",I61,Intracerebral haemorrhage,8805,13.62,G40,Epilepsy,761,30.69,J18,"Pneumonia, organism unspecified",126,56.48
Cerebrovascular,I64_I65_G40_J18,65.95,I64,"Stroke, not specified as haemorrhage or infarction",I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5510,11.46,G40,Epilepsy,295,40.62,J18,"Pneumonia, organism unspecified",51,73.74
Diabetes,E10_E14_N18_A41,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N18,Chronic renal failure,1127,81.8,A41,Other septicaemia,204,96.39
Diabetes,E10_E14_N18_A49,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N18,Chronic renal failure,1127,81.8,A49,Bacterial infection of unspecified site,59,104.27
Diabetes,E10_E14_N18_K65,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N18,Chronic renal failure,1127,81.8,K65,Peritonitis,66,98.82
Diabetes,E10_E14_N18_L98,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N18,Chronic renal failure,1127,81.8,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",80,111.46
Diabetes,E10_E14_N18_N25,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N18,Chronic renal failure,1127,81.8,N25,Disorders resulting from impaired renal tubular function,48,97.55
Diabetes,E10_E14_N19_K65,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N19,Unspecified renal failure,839,76.26,K65,Peritonitis,45,95.02
Diabetes,E10_E14_N19_L98,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N19,Unspecified renal failure,839,76.26,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",63,104.38
Diabetes,E10_E14_N39_L89,54.31,E10,Insulin-dependent diabetes mellitus,E14,Unspecified diabetes mellitus,16535,43.81,N39,Other disorders of urinary system,1079,82.19,L89,Decubitus ulcer,49,99.55
Diabetes,E10_E16_N18_A41,51.83,E10,Insulin-dependent diabetes mellitus,E16,Other disorders of pancreatic internal secretion,13151,44.34,N18,Chronic renal failure,812,84.92,A41,Other septicaemia,140,104.03
Diabetes,E10_E16_N18_A49,51.83,E10,Insulin-dependent diabetes mellitus,E16,Other disorders of pancreatic internal secretion,13151,44.34,N18,Chronic renal failure,812,84.92,A49,Bacterial infection of unspecified site,53,110.71
Diabetes,E10_E16_N18_K65,51.83,E10,Insulin-dependent diabetes mellitus,E16,Other disorders of pancreatic internal secretion,13151,44.34,N18,Chronic renal failure,812,84.92,K65,Peritonitis,65,108.25
Diabetes,E10_E16_N18_L98,51.83,E10,Insulin-dependent diabetes mellitus,E16,Other disorders of pancreatic internal secretion,13151,44.34,N18,Chronic renal failure,812,84.92,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",57,122.26
Diabetes,E10_E16_N18_N25,51.83,E10,Insulin-dependent diabetes mellitus,E16,Other disorders of pancreatic internal secretion,13151,44.34,N18,Chronic renal failure,812,84.92,N25,Disorders resulting from impaired renal tubular function,31,105.35
Diabetes,E10_H36_H43_L97,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,H43,Disorders of vitreous body,1485,78.13,L97,"Ulcer of lower limb, not elsewhere classified",131,129.45
Diabetes,E10_H36_H43_N18,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,H43,Disorders of vitreous body,1485,78.13,N18,Chronic renal failure,213,124.59
Diabetes,E10_H36_H43_N19,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,H43,Disorders of vitreous body,1485,78.13,N19,Unspecified renal failure,140,121.35
Diabetes,E10_H36_I70_N18,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,I70,Atherosclerosis,1167,95.93,N18,Chronic renal failure,139,124.79
Diabetes,E10_H36_N18_A41,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,N18,Chronic renal failure,1077,100.04,A41,Other septicaemia,183,121.08
Diabetes,E10_H36_N18_A49,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,N18,Chronic renal failure,1077,100.04,A49,Bacterial infection of unspecified site,54,125.48
Diabetes,E10_H36_N18_K65,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,N18,Chronic renal failure,1077,100.04,K65,Peritonitis,86,121.39
Diabetes,E10_H36_N18_L98,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,N18,Chronic renal failure,1077,100.04,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",87,136.56
Diabetes,E10_H36_N18_N25,52.22,E10,Insulin-dependent diabetes mellitus,H36,Retinal disorders in diseases classified elsewhere,15736,51.73,N18,Chronic renal failure,1077,100.04,N25,Disorders resulting from impaired renal tubular function,52,115.81
Diabetes,E10_H43_N18_A41,54.58,E10,Insulin-dependent diabetes mellitus,H43,Disorders of vitreous body,2645,55.53,N18,Chronic renal failure,362,102.57,A41,Other septicaemia,74,122.28
Diabetes,E11_E10_E14_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,A41,Other septicaemia,501,98.72
Diabetes,E11_E10_E14_A49,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,A49,Bacterial infection of unspecified site,142,101.21
Diabetes,E11_E10_E14_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,L89,Decubitus ulcer,255,98.98
Diabetes,E11_E10_E14_N08,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,N08,Glomerular disorders in diseases classified elsewhere,50,111.78
Diabetes,E11_E10_E14_N17,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,N17,Acute renal failure,188,96.56
Diabetes,E11_E10_E14_N18,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,N18,Chronic renal failure,424,101.96
Diabetes,E11_E10_E14_N19,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,N19,Unspecified renal failure,301,98.94
Diabetes,E11_E10_E14_N39,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E14,Unspecified diabetes mellitus,5708,74.45,N39,Other disorders of urinary system,423,103.75
Diabetes,E11_E10_E16_A41,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E16,Other disorders of pancreatic internal secretion,3470,76.78,A41,Other septicaemia,241,102.41
Diabetes,E11_E10_E16_E15,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E16,Other disorders of pancreatic internal secretion,3470,76.78,E15,Nondiabetic hypoglycaemic coma,126,88.86
Diabetes,E11_E10_E16_L89,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E16,Other disorders of pancreatic internal secretion,3470,76.78,L89,Decubitus ulcer,113,103.28
Diabetes,E11_E10_E16_N17,61.63,E11,Non-insulin-dependent diabetes mellitus,E10,Insulin-dependent diabetes mellitus,40614,40.17,E16,Other disorders of pancreatic internal secretion,3470,76.78,N17,Acute renal failure,76,101.97
